방류기간,지역순번,지역,기관,품종순번,품종,방류구분,방류물량1,단위1,방류물량2,단위2,사업비-국비(천원),사업비-지방비-광역시비(천원),사업비-지방비-도비(천원),사업비-지방비-구비(천원),사업비-지방비-시군구(천원),사업비-지방비-기타(천원),사업비-지방비-소계(천원),사업비-민간(천원),사업비-자담(천원),사업비-총액(천원),계약단가(원),기초단가(공고단가)(원),크기(cm 이상),체중(gram),사업구분,사업명,방류장소명,위도,경도,비고,하천,시도 제출여부,FIRA 제출여부,FIRA 마감,중복여부,특성,값
2022-11-03 ~ 2022-11-03,9,경북,경상북도 수산자원연구원,63,동자개,생산방류,20000,마리,,,,,101000,,,,101000,,,101000,,,전장 4,~,지자체사업/수산종자관리사업,수산종자매입방류,경상북도 영덕군 달산면 옥산리 산58-1,36.3527005,129.2915928,,,Y,Y,Y,Y(8),방류연도,2022
2022-11-01 ~ 2022-11-01,9,경북,경상북도 수산자원연구원,63,동자개,생산방류,10000,마리,,,,,101000,,,,101000,,,101000,,,전장 4,~,지자체사업/수산종자관리사업,수산종자매입방류,경상북도 예천군 풍양면 효갈리 864,36.4878257,128.274067,,,Y,Y,Y,Y(4),방류연도,2022
2022-11-01 ~ 2022-11-01,9,경북,경상북도 수산자원연구원,63,동자개,생산방류,20000,마리,,,,,101000,,,,101000,,,101000,,,전장 4,~,지자체사업/수산종자관리사업,수산종자매입방류,경상북도 경주시 감포읍 오류리 산372,35.8397351,129.4715417,,,Y,Y,Y,Y(8),방류연도,2022
2022-11-02 ~ 2022-11-02,9,경북,경상북도 수산자원연구원,63,동자개,생산방류,20000,마리,,,,,101000,,,,101000,,,101000,,,전장 4,~,지자체사업/수산종자관리사업,수산종자매입방류,경상북도 구미시 선산읍 독동리 1-23,36.2411449,128.3383284,,,Y,Y,Y,Y(8),방류연도,2022
2022-11-02 ~ 2022-11-02,9,경북,경상북도 수산자원연구원,63,동자개,생산방류,20000,마리,,,,,101000,,,,101000,,,101000,,,전장 4,~,지자체사업/수산종자관리사업,수산종자매입방류,경상북도 고령군 다산면 다산로 443 다산중학교,35.8150662,128.4288201,,,Y,Y,Y,Y(8),방류연도,2022
2022-10-25 ~ 2022-10-25,9,경북,경상북도 수산자원연구원,63,동자개,생산방류,10000,마리,,,,,101000,,,,101000,,,101000,,,전장 4,~,지자체사업/수산종자관리사업,수산종자매입방류,경상북도 포항시 남구 대송면 장동리 505,35.9598215,129.3444461,,,Y,Y,Y,Y(4),방류연도,2022
2022-09-22 ~ 2022-09-22,9,경북,경상북도 수산자원연구원,63,동자개,생산방류,50000,마리,,,,,101000,,,,101000,,,101000,,,전장 4,~,지자체사업/수산종자관리사업,수산종자매입방류,경상북도 상주시 중동면 덕암로 101,36.4120471,128.246176,,,Y,Y,Y,N,방류연도,2022
2022-09-27 ~ 2022-09-27,9,경북,경상북도 수산자원연구원,63,동자개,생산방류,150000,마리,,,,,101000,,,,101000,,,101000,,,전장 4,~,지자체사업/수산종자관리사업,수산종자매입방류,경상북도 안동시 와룡면 산골안길 31-20,36.6106309,128.8014178,,,Y,Y,Y,N,방류연도,2022
2022-09-28 ~ 2022-09-28,9,경북,경상북도 수산자원연구원,63,동자개,생산방류,100000,마리,,,,,101000,,,,101000,,,101000,,,전장 4,~,지자체사업/수산종자관리사업,수산종자매입방류,경상북도 안동시 임하면 임하리 1-9,36.5335438,128.8825145,,,Y,Y,Y,N,방류연도,2022
2022-10-24 ~ 2022-10-24,9,경북,경상북도 수산자원연구원,63,동자개,생산방류,20000,마리,,,,,101000,,,,101000,,,101000,,,전장 4,~,지자체사업/수산종자관리사업,수산종자매입방류,경상북도 영양군 영양읍 현리 77,36.651484,129.1250103,,,Y,Y,Y,Y(8),방류연도,2022
2022-10-25 ~ 2022-10-25,9,경북,경상북도 수산자원연구원,63,동자개,생산방류,10000,마리,,,,,101000,,,,101000,,,101000,,,전장 4,~,지자체사업/수산종자관리사업,수산종자매입방류,경상북도 포항시 남구 호미곶면 대보리 산39-2,36.0623779,129.5587774,,,Y,Y,Y,Y(4),방류연도,2022
2022-11-09 ~ 2022-11-09,9,경북,경상북도 청송군,63,동자개,무상방류,20000,마리,,,,,,,,,0,,,0,,,전장 4,~,기타 지자체사업,도 무상분양,경상북도 청송군 진보면 각산리 367,36.534953,129.0434741,,,Y,Y,Y,Y(3),방류연도,2022
2022-08-30 ~ 2022-08-30,9,경북,경상북도 청송군,63,동자개,매입방류,15000,마리,,,,,900,,2100,,3000,,,3000,200,200,전장 4,30~35,기타 지자체사업,마을어장활성화,경상북도 청송군 굿바들길 11-40,36.4329428,129.0525931,,,Y,Y,Y,N,방류연도,2022
2022-11-04 ~ 2022-11-04,9,경북,경상북도 봉화군,63,동자개,무상방류,20000,마리,,,,,,,,,0,,,0,0,,,~,기타 지자체사업,2022년 동자개 어린고기 방류 계획,경상북도 봉화군 물야면 오전리 178,37.0114197,128.7286045,,,Y,Y,Y,Y(3),방류연도,2022
2022-10-24 ~ 2022-10-24,9,경북,경상북도 영양군,63,동자개,무상방류,20000,마리,,,,,,,,,0,,,0,0,0,전장 4,~,기타 지자체사업,2022년 동자개 어린고기 방류사업,경상북도 영양군 영양읍 현리 905-1,36.6531896,129.123496,토속어류산업화센터,,Y,Y,Y,Y(3),방류연도,2022
2022-09-27 ~ 2022-09-27,9,경북,경상북도 안동시,63,동자개,무상방류,250000,마리,,,,,,,,,0,,,0,,,,~,지자체사업/수산종자관리사업,수산종자매입방류,경상북도 안동시 용상동 1438-4,36.584722,128.773889,,,Y,Y,Y,N,방류연도,2022
2022-09-20 ~ 2022-09-20,9,경북,경상북도 안동시,63,동자개,매입방류,135300,마리,,,,,,,25000,,25000,,,25000,194.53,220,,~,지자체사업/수산종자관리사업,수산종자매입방류,경상북도 안동시 옥동 1381-15,36.5564664,128.6824452,,,Y,Y,Y,N,방류연도,2022
2022-09-15 ~ 2022-09-15,9,경북,경상북도 구미시,63,동자개,매입방류,65217,마리,,,,,4500,,10500,,15000,,,15000,230,240,전장 4,~,지자체사업/수산종자관리사업,수산종자매입방류,경상북도 구미시 선산읍 독동리 930,36.2453098,128.332372,,,Y,Y,Y,N,방류연도,2022
2022-09-29 ~ 2022-09-29,9,경북,경상북도 의성군,63,동자개,매입방류,26200,마리,,,,,2122,,4952,,7074,,,7074,270,270,전장 4,1~1.2,기타 지자체사업,마을어장관리사업,경상북도 의성군 군청길 31 의성군청,36.3526576,128.6970053,,,Y,Y,Y,N,방류연도,2022
2022-09-19 ~ 2022-09-19,13,수협,수협중앙회,63,동자개,매입방류,106976,마리,,,,,,,,,0,,23000,23000,215,215,전장 6,1~2,기타 지자체사업,희망의바다 만들기,경기도 평택시 오성면 당거리 374-3,36.9897154,126.9782459,경기남부수협,,Y,N,Y,N,방류연도,2022
2022-05-17 ~ 2022-05-17,13,수협,수협중앙회,63,동자개,매입방류,103710,마리,,,,,,,,,0,,28000,28000,270,270,전장 5.5,1.5~4,기타 지자체사업,희망의바다 만들기,충청남도 당진시 송산면 가곡리 564,36.992238,126.6508506,당진수협,,Y,N,Y,N,방류연도,2022
2022-09-01 ~ 2022-09-01,7,전남,전라남도 해양수산과학원,63,동자개,매입방류,234428,마리,,,,,45010,,,,45010,,,45010,192,200,전장 4,0.7~3.1,지자체사업/수산종자관리사업,수산종자매입방류,전라남도 나주시 동강면 운산리 669-10,34.978692,126.55165,"방류장소(시군/수역/방류량-마리)*나주시/영산강/89,000  *광양시/백운제/10,000, 서천/8,000, 동천/8,000*담양군/용흥제/4,000    *구례군/섬진강/20,000, 서시천/12,000*함평군/대동제/25,000,  월천제/25,000      * 영광군/불갑제/11,000,  대신제/11,000*장성군/장성호/11,428",,Y,Y,Y,N,방류연도,2022
2022-08-22 ~ 2022-08-22,6,전북,전라북도 김제시,63,동자개,매입방류,165094,마리,,,,,28000,,7000,,35000,,,35000,212,242,전장 4,,지자체사업/수산종자관리사업,수산종자매입방류,전라북도 김제시 백산면 하정리 산7-1,35.8454152,126.8914376,동자개 치어 매입방류,,Y,Y,Y,N,방류연도,2022
2022-01-01 ~ 2022-12-31,6,전북,전라북도 완주군,63,동자개,매입방류,11500,마리,,,,,2208,,552,,2760,,,2760,240,240,전장 4,,지자체사업/수산종자관리사업,수산종자매입방류,전라북도 완주군 삼례읍 해전리 969,35.8961553,127.0577294,,,Y,Y,Y,Y(2),방류연도,2022
2022-01-01 ~ 2022-12-31,6,전북,전라북도 완주군,63,동자개,매입방류,4417,마리,,,,,1060,,848,,1908,,,1908,240,240,전장 4,,지자체사업/수산종자관리사업,수산종자매입방류,전라북도 완주군 용진읍 구억리 산74-35,35.8713193,127.1704928,,,Y,Y,Y,N,방류연도,2022
2022-01-01 ~ 2022-12-31,6,전북,전라북도 완주군,63,동자개,매입방류,7000,마리,,,,,1344,,336,,1680,,,1680,240,240,전장 4,,지자체사업/수산종자관리사업,수산종자매입방류,전라북도 완주군 소양면 명덕리 1357,35.8696332,127.2045495,,,Y,Y,Y,N,방류연도,2022
2022-01-01 ~ 2022-12-31,6,전북,전라북도 완주군,63,동자개,매입방류,5000,마리,,,,,960,,240,,1200,,,1200,240,240,전장 4,,지자체사업/수산종자관리사업,수산종자매입방류,전라북도 완주군 소양면 대흥리 405,35.9038229,127.2393404,,,Y,Y,Y,Y(2),방류연도,2022
2022-01-01 ~ 2022-12-31,6,전북,전라북도 완주군,63,동자개,매입방류,5000,마리,,,,,960,,240,,1200,,,1200,240,240,전장 4,,지자체사업/수산종자관리사업,수산종자매입방류,전라북도 완주군 화산면 우월리 272-7,36.0508863,127.1715291,,,Y,Y,Y,Y(2),방류연도,2022
2022-01-01 ~ 2022-12-31,6,전북,전라북도 완주군,63,동자개,매입방류,11500,마리,,,,,2208,,552,,2760,,,2760,240,240,전장 4,,지자체사업/수산종자관리사업,수산종자매입방류,전라북도 완주군 신상길 45,35.9227181,127.1590215,,,Y,Y,Y,Y(2),방류연도,2022
2022-01-01 ~ 2022-12-31,6,전북,전라북도 진안군,63,동자개,매입방류,193798,마리,,,,,40000,,10000,,50000,,,50000,258,258,전장 4,1~1,지자체사업/수산종자관리사업,수산종자매입방류,전라북도 진안군 정천면 망화리 443-8,35.9183356,127.5004456,2개소 방류 주천면 신양리 733용담면 와룡리 329-5,,Y,Y,Y,N,방류연도,2022
2022-09-27 ~ 2022-09-27,6,전북,전라북도 고창군,63,동자개,매입방류,123457,마리,,,,,24000,,6000,,30000,,,30000,243,250,전장 4,,지자체사업/수산종자관리사업,수산종자매입방류,전라북도 고창군 고수면 은사리 688-2,35.3807754,126.7109216,,,Y,Y,Y,N,방류연도,2022
2022-10-06 ~ 2022-10-06,6,전북,전라북도 장수군,63,동자개,매입방류,26375,마리,,,,,,,5000,,5000,,,5000,190,190,전장 4,~,지자체사업/수산종자관리사업,수산종자매입방류,전라북도 장수군 시장로 51-32,35.6547153,127.5149648,,,Y,Y,Y,N,방류연도,2022
2022-08-19 ~ 2022-08-19,6,전북,전라북도 부안군,63,동자개,매입방류,100000,마리,,,,,16000,,4000,,20000,,,20000,200,200,전장 4,~,지자체사업/수산종자관리사업,수산종자매입방류,전라북도 부안군 주산면 사산리 612,35.6639653,126.684205,,,Y,Y,Y,N,방류연도,2022
2022-09-02 ~ 2022-09-02,5,충남,충청남도 당진시,63,동자개,매입방류,156863,마리,,,,,36000,,4000,,40000,,,40000,255,280,전장 4,0~,지자체사업/수산종자관리사업,수산종자매입방류,충청남도 당진시 대호지면 대촌길 143-53,36.9689874,126.5144805,,,Y,Y,Y,N,방류연도,2022
2022-09-29 ~ 2022-09-29,5,충남,충청남도 수산자원연구소,63,동자개,생산방류,105000,마리,,,,,,,,,0,,,0,,,,~,지자체사업/수산종자관리사업,내수면자원조성,충청남도 청양군 장평면 지천리 101-3,36.3892002,126.8630745,,,Y,Y,Y,N,방류연도,2022
2022-09-27 ~ 2022-09-27,5,충남,충청남도 수산자원연구소,63,동자개,생산방류,110000,마리,,,,,,,,,0,,,0,,,,~,지자체사업/수산종자관리사업,내수면자원조성,충청남도 아산시 영인면 창용리 1409,36.9035018,126.9657706,,,Y,Y,Y,N,방류연도,2022
2022-09-22 ~ 2022-09-22,5,충남,충청남도 아산시,63,동자개,매입방류,212636,마리,,,,,40500,,4500,,45000,,,45000,211,237,전장 4,1.05~1.42,지자체사업/수산종자관리사업,수산종자매입방류,충청남도 아산시 염치읍 곡교리 242,36.8036065,126.9794867,,,Y,Y,Y,N,방류연도,2022
2022-09-29 ~ 2022-09-29,5,충남,충청남도 부여군,63,동자개,매입방류,166667,마리,,,,,40498,,4499,,44997,,,44997,270,270,전장 4,10~100,지자체사업/수산종자관리사업,수산종자매입방류,충청남도 부여군 은산면 거전리 617,36.3633,126.84423,,,Y,Y,Y,N,방류연도,2022
2022-07-12 ~ 2022-07-12,5,충남,충청남도 청양군,63,동자개,매입방류,24000,마리,,,,,1411,,3293,,4704,,,4704,196,200,전장 4,~,지자체사업/수산종자관리사업,금강목장화,충청남도 청양군 정산면 천장리 226,36.4112248,126.920093,,,Y,Y,Y,N,방류연도,2022
2022-05-03 ~ 2022-05-03,5,충남,충청남도 서산시,63,동자개,매입방류,64104,마리,,,,,,,15000,,15000,,,15000,234,246,전장 5,1~2,기타 지자체사업,내수면 토종어류 방류,충청남도 서산시 지곡면 환성리 1094,36.9039898,126.4732346,,,Y,Y,Y,N,방류연도,2022
2022-05-03 ~ 2022-05-03,5,충남,충청남도 서산시,63,동자개,매입방류,21367,마리,,,,,,,5000,,5000,,,5000,234,246,전장 5,1~2,기타 지자체사업,내수면 토종어류 방류,충청남도 서산시 지곡면 중왕리 965,36.8653692,126.3863579,,,Y,Y,Y,N,방류연도,2022
2022-01-01 ~ 2022-12-31,5,충남,충청남도 논산시,63,동자개,매입방류,181819,마리,,,,,27000,,13000,,40000,,,40000,220,220,전장 5,126~146,지자체사업/수산종자관리사업,수산종자매입방류,충청남도 논산시 부적면 신풍리 52,36.1792792,127.1739657,,,Y,Y,Y,N,방류연도,2022
2022-10-13 ~ 2022-10-13,4,충북,충청북도 청주시,63,동자개,매입방류,3055,마리,,,,,252,,588,,840,,,840,275,280,전장 5,~,지자체사업/수산종자관리사업,수산종자매입방류,충청북도 청주시 상당구 문의면 미천리 61,36.5164014,127.5022999,,,Y,Y,Y,N,방류연도,2022
2022-10-13 ~ 2022-10-13,4,충북,충청북도 청주시,63,동자개,매입방류,46120,마리,,,,,11416,,1267,,12683,,,12683,275,280,전장 5,~,지자체사업/수산종자관리사업,수산종자매입방류,충청북도 청주시 상당구 문의면 미천리 61(대청호 일원),36.5164014,127.5022999,,,Y,Y,Y,N,방류연도,2022
2022-08-23 ~ 2022-08-23,4,충북,충청북도 제천시,63,동자개,매입방류,196200,마리,,,,,,,40000,,40000,,4000,44000,250,250,,~,기타 지자체사업,2022년 내수면 어종 치어방류 지원,충청북도 제천시 금성면 성내리 157,37.0298073,128.1756191,,,Y,Y,Y,N,방류연도,2022
2022-08-31 ~ 2022-08-31,4,충북,충청북도 제천시,63,동자개,매입방류,94323,마리,,,,,6800,,15866,,22666,,,22666,240.3,270,,~,지자체사업/수산종자관리사업,토종어류치어매입방류지원,충청북도 제천시 청풍면 양평리 59-4,36.9917987,128.1230116,,,Y,Y,Y,N,방류연도,2022
2022-09-16 ~ 2022-09-16,4,충북,충청북도 옥천군,63,동자개,매입방류,67710,마리,,,13000,,,,,,0,,,13000,233,250,전장 4,1.2~1.2,"국비사업(자율관리, 해양보호구역 등)",수산종자 매입방류,충청북도 옥천군 군북면 소정리 499(막지 선착장),36.3655393,127.6066083,,,Y,Y,Y,N,방류연도,2022
2022-10-12 ~ 2022-10-12,12,경기,경기도 해양수산자원연구소,,동죽,무상방류,50000,마리,5,kg,,,76076,,,,76076,,,76076,,,전장 1,~,지자체사업/수산종자관리사업,수산종자자원조성,경기도 시흥시 정왕동,37.3422215,126.6826683,,,Y,Y,Y,N,방류연도,2022
2022-04-28 ~ 2022-05-30,12,경기,경기도 시흥시,,동죽,매입방류,16145000,마리,32290,kg,,,,,80000,,80000,,,80000,4.99,5.32,각장 2.8,2~2,기타 지자체사업,연안어장자원조성사업,경기도 시흥시 오이도,37.338157,126.6900967,"계약단가는 1kg당 가격임계약단가 : kg당 2,495원기초단가 : kg당 2660.73원마리산출 : 마리당 2g 산출마리당 단가 계산식 : (단가/1000) X (총중량(g)/예상 마리수) = (g단가 금액) X (마리당 중량)",,Y,Y,Y,N,방류연도,2022
2022-01-01 ~ 2022-12-31,2,인천,인천광역시 중구,,동죽,매입방류,278620,마리,9120,kg,,12000,,12000,,,24000,,,24000,95.22,107.99,각장 3,32.73~32.73,지자체사업/수산종자관리사업,패류종패 살포지원사업,"인천광역시 중구 무의동, 남북동",37.4096776,126.4142706,"실방류량 : 9,120kg 살포계약단가 : kg당 2,909원기초단가 : kg당 3,299원마리당 중량(g) 예상값 : 32.73마리당 단가 계산식 : (단가/1000) X (총중량(g)/마리수) = (g단가 금액) X (마리당 중량)",,Y,Y,Y,N,방류연도,2022
2022-10-13 ~ 2022-10-14,2,인천,인천광역시 옹진군,,동죽,매입방류,1422500,마리,5690,kg,,8000,,,8000,,16000,,,16000,11.38,12.8,각장 2,4~4,지자체사업/수산종자관리사업,패류종자살포,인천광역시 옹진군 북도면 장봉리 1402,37.5390824,126.3366719,"시비보조(장봉어촌계) 5690kg계약단가 : kg당 2,844원기초단가 : kg당 3,200원마리산출 : 마리당 4g 산출마리당 단가 계산식 : (단가/1000) X (총중량(g)/예상 마리수) = (g단가 금액) X (마리당 중량)",,Y,Y,Y,N,방류연도,2022
2022-10-27 ~ 2022-10-27,2,인천,인천광역시 옹진군,,동죽,매입방류,710000,마리,2840,kg,,4500,,,4500,,9000,,,9000,12.8,12.8,각장 2,4~4,지자체사업/수산종자관리사업,패류종자살포,인천광역시 옹진군 연평면 연평리 455,37.6649707,125.6983033,"시비보조(연평어촌계)2840kg계약단가 : kg당 3,200원기초단가 : kg당 3,200원마리산출 : 마리당 4g 산출마리당 단가 계산식 : (단가/1000) X (총중량(g)/예상 마리수) = (g단가 금액) X (마리당 중량)",,Y,Y,Y,N,방류연도,2022
2022-10-11 ~ 2022-10-11,2,인천,인천광역시 옹진군,,동죽,매입방류,440000,마리,1760,kg,,2500,,,2500,,5000,,,5000,12.8,12.8,각장 2,4~4,지자체사업/수산종자관리사업,패류종자살포,인천광역시 옹진군 북도면 모도리 산41,37.5326154,126.4072266,"시비보조(모도어촌계)1760kg계약단가 : kg당 2,844원기초단가 : kg당 3,200원마리산출 : 마리당 4g 산출마리당 단가 계산식 : (단가/1000) X (총중량(g)/예상 마리수) = (g단가 금액) X (마리당 중량)",,Y,Y,Y,N,방류연도,2022
2022-05-13 ~ 2022-05-16,2,인천,인천광역시 옹진군,,동죽,매입방류,1807500,마리,7230,kg,,,,,20000,,20000,,,20000,11.17,12.8,각장 2,4~4,지자체사업/수산종자관리사업,패류종자살포지원,인천광역시 옹진군 영흥면 외리 635,37.2479998,126.4544618,"발전소(외리어촌계)종패살포량 7230kg계약단가 : kg당 2,793원기초단가 : kg당 3,200원마리산출 : 마리당 4g 산출마리당 단가 계산식 : (단가/1000) X (총중량(g)/예상 마리수) = (g단가 금액) X (마리당 중량)",,Y,Y,Y,N,방류연도,2022
